dose_mg_per_day,ejection_fraction,peak_lvot_gradient_mmhg
0.0,0.7471114837013619,76.08097816554081
2.5,0.7297374234431999,58.96096254328473
5.0,0.7153071350725352,48.433606750824204
10.0,0.6937474446998967,36.64196139475781
15.0,0.6787787533981853,30.416635383751068
