noise_level,patient_id,parameter,truth,posterior_median,relative_bias,relative_ci90_width
optimistic,600,ca50_ref_um,0.5867706941440702,0.5015009044506293,-0.14532046427067222,0.27165802505651726
optimistic,600,clearance_l_per_h,0.2275859735347331,0.5941778170674188,1.610783994457102,3.8882892384815717
optimistic,960,phi_baseline,0.528527027387172,0.3973203264936059,-0.24824974711738027,0.3540697181019955
optimistic,960,a_pas_kpa,0.6193855218589306,0.6348785992990027,0.025013625429237542,1.100704824919213
optimistic,960,b_pas,6.276430973783135,7.769430039553965,0.23787389234536913,0.8567025868233168
optimistic,960,ca50_ref_um,0.7972220095340163,0.7484374429214999,-0.06119320092659187,0.17173947090855798
optimistic,960,clearance_l_per_h,0.3106998108699917,0.554701287451855,0.7853286936307873,2.769719894740142
optimistic,1635,phi_baseline,0.3448594299517572,0.3691846246122814,0.07053655068654224,0.3866530418578963
optimistic,1635,a_pas_kpa,0.5527276984415949,0.7466658336683465,0.35087464546024466,1.4700457714761626
optimistic,1635,b_pas,9.185919646173716,7.690260169185576,-0.16282087527416358,0.46421036129112336
optimistic,1635,ca50_ref_um,0.7255691363476218,0.7595432301627671,0.046824061434261884,0.17807997247249807
optimistic,1635,clearance_l_per_h,0.8478194916062057,0.48408213459970434,-0.42902688674613504,1.049894805298779
optimistic,1680,phi_baseline,0.4110900603421032,0.3749502993448927,-0.08791202824786255,0.5482394554727389
optimistic,1680,a_pas_kpa,3.1149369325488805,3.418174624893716,0.09734954476163442,1.0077033588159896
optimistic,1680,b_pas,15.230978183448316,14.651738044853678,-0.03803039644716355,0.5930786149947194
optimistic,1680,ca50_ref_um,0.7898694478906692,0.7529609359003705,-0.04672735739920326,0.17647349236429302
optimistic,1680,clearance_l_per_h,0.8592063981480897,0.6092570111086972,-0.2909072692872477,1.0218429995307667
